

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
055.254  000.396  000.085: require('neo-tree.setup.netrw')
055.256  000.905  000.286: require('neo-tree.setup')
055.259  008.049  000.148: require('neo-tree')
055.420  000.092  000.092: require('neo-tree.setup.deprecations')
055.975  000.088  000.088: require('neo-tree.sources.filesystem.lib.globtopattern')
055.979  000.291  000.203: require('neo-tree.sources.filesystem')
056.171  000.082  000.082: require('neo-tree.sources.buffers.lib.items')
056.174  000.192  000.110: require('neo-tree.sources.buffers')
056.312  000.064  000.064: require('neo-tree.sources.git_status.lib.items')
056.314  000.137  000.074: require('neo-tree.sources.git_status')
056.835  000.155  000.155: require('neo-tree.sources.common.container')
056.838  000.349  000.194: require('neo-tree.sources.common.components')
056.858  000.436  000.087: require('neo-tree.sources.buffers.components')
057.771  000.308  000.308: require('plenary.scandir')
057.867  000.094  000.094: require('plenary')
057.872  000.657  000.255: require('neo-tree.sources.filesystem.lib.fs_actions')
057.960  000.087  000.087: require('neo-tree.sources.common.help')
058.148  000.187  000.187: require('neo-tree.sources.common.preview')
058.154  001.217  000.286: require('neo-tree.sources.common.commands')
058.183  001.324  000.107: require('neo-tree.sources.buffers.commands')
058.307  000.064  000.064: require('neo-tree.sources.filesystem.components')
058.561  000.124  000.124: require('neo-tree.sources.filesystem.lib.filter')
058.583  000.274  000.150: require('neo-tree.sources.filesystem.commands')
058.714  000.068  000.068: require('neo-tree.sources.git_status.components')
058.791  000.076  000.076: require('neo-tree.sources.git_status.commands')
059.982  012.846  001.844: require('plugins/neo-tree')
060.161  000.059  000.059: require('neogen.config')
060.233  000.071  000.071: require('neogen.utilities.helpers')
060.346  000.112  000.112: require('neogen.mark')
060.349  000.346  000.104: require('neogen')
060.617  000.080  000.080: require('neogen.utilities.nodes')
060.676  000.057  000.057: require('neogen.utilities.extractors')
060.729  000.052  000.052: require('neogen.locators.default')
060.793  000.063  000.063: require('neogen.template')
060.847  000.053  000.053: require('neogen.types.template')
060.922  000.070  000.070: require('neogen.templates.google_docstrings')
060.993  000.069  000.069: require('neogen.templates.numpydoc')
061.067  000.073  000.073: require('neogen.templates.reST')
061.068  000.680  000.163: require('neogen.configurations.python')
061.105  001.121  000.095: require('plugins/neogen')
061.178  000.058  000.058: require('autoclose')
061.262  000.156  000.097: require('plugins/autoclose')
061.853  000.072  000.072: require('cmp.utils.debug')
062.076  000.111  000.111: require('cmp.utils.char')
062.080  000.225  000.114: require('cmp.utils.str')
062.148  000.067  000.067: require('cmp.utils.pattern')
062.529  000.131  000.131: require('cmp.utils.misc')
062.593  000.063  000.063: require('cmp.utils.buffer')
062.681  000.087  000.087: require('cmp.utils.api')
062.684  000.449  000.169: require('cmp.utils.keymap')
062.687  000.538  000.088: require('cmp.utils.feedkeys')
062.793  000.106  000.106: require('cmp.utils.async')
063.004  000.063  000.063: require('cmp.types.cmp')
063.125  000.119  000.119: require('cmp.types.lsp')
063.189  000.063  000.063: require('cmp.types.vim')
063.190  000.305  000.060: require('cmp.types')
063.257  000.066  000.066: require('cmp.utils.cache')
063.259  000.465  000.093: require('cmp.context')
063.721  000.123  000.123: require('cmp.config.mapping')
063.965  000.149  000.149: require('cmp.config.compare')
063.966  000.242  000.093: require('cmp.config.default')
063.974  000.511  000.146: require('cmp.config')
064.401  000.137  000.137: require('cmp.matcher')
064.405  000.430  000.294: require('cmp.entry')
064.409  001.149  000.207: require('cmp.source')
064.611  000.070  000.070: require('cmp.utils.event')
064.891  000.168  000.168: require('cmp.utils.window')
064.901  000.288  000.120: require('cmp.view.docs_view')
065.215  000.077  000.077: require('cmp.utils.autocmd')
065.221  000.319  000.242: require('cmp.view.custom_entries_view')
065.383  000.161  000.161: require('cmp.view.wildmenu_entries_view')
065.506  000.122  000.122: require('cmp.view.native_entries_view')
065.601  000.094  000.094: require('cmp.view.ghost_text_view')
065.608  001.198  000.145: require('cmp.view')
065.628  004.127  000.309: require('cmp.core')
065.745  000.069  000.069: require('cmp.config.sources')
065.809  000.062  000.062: require('cmp.config.window')
065.834  004.525  000.267: require('cmp')
065.947  000.111  000.111: require('lspkind')
066.223  004.960  000.324: require('plugins/nvim-cmp')
067.067  000.145  000.145: require('dap.utils')
067.086  000.586  000.441: require('dap')
067.486  000.129  000.129: require('dapui.async.tasks')
067.623  000.136  000.136: require('dapui.async.control')
067.802  000.178  000.178: require('dapui.async.uv')
067.897  000.093  000.093: require('dapui.async.tests')
068.113  000.142  000.142: require('vim.ui')
068.117  000.219  000.076: require('dapui.async.ui')
068.237  000.119  000.119: require('dapui.async.lsp')
068.242  001.001  000.129: require('dapui.async')
068.684  000.105  000.105: require('dapui.config.highlights')
068.725  000.302  000.197: require('dapui.config')
068.728  000.485  000.183: require('dapui.util')
068.876  000.148  000.148: require('dapui.windows.layout')
068.878  001.791  000.157: require('dapui.windows')
068.884  002.622  000.246: require('dapui')
069.331  000.140  000.140: require('dapui.logging')
069.577  000.243  000.243: require('dapui.client.types')
069.580  000.566  000.184: require('dapui.client')
069.734  000.153  000.153: require('dap.breakpoints')
069.851  000.111  000.111: require('dapui.client.lib')
070.101  000.166  000.166: require('dapui.render.canvas')
070.103  000.246  000.080: require('dapui.elements.breakpoints')
070.254  000.142  000.142: require('dapui.components.breakpoints')
072.881  000.100  000.100: require('dapui.elements.repl')
072.970  000.083  000.083: require('dapui.elements.scopes')
073.067  000.086  000.086: require('dapui.components.scopes')
073.197  000.129  000.129: require('dapui.components.variables')
075.400  000.089  000.089: require('dapui.elements.stacks')
075.605  000.097  000.097: require('dapui.components.frames')
075.607  000.197  000.100: require('dapui.components.threads')
077.883  000.101  000.101: require('dapui.elements.watches')
078.051  000.150  000.150: require('dapui.components.watches')
080.425  000.110  000.110: require('dapui.elements.hover')
082.647  000.124  000.124: require('dapui.components.hover')
082.774  000.108  000.108: require('dapui.elements.console')
083.435  000.343  000.343: require('dap.ui')
083.445  000.663  000.320: require('dap.repl')
085.765  000.163  000.163: require('diffview.lib')
085.860  019.635  013.691: require('plugins/nvim-dap-ui')
086.744  000.434  000.434: require('lspconfig.util')
086.748  000.659  000.225: require('lspconfig.configs')
086.750  000.765  000.106: require('lspconfig')
086.896  000.100  000.100: require('lspconfig.server_configurations.bashls')
087.342  000.109  000.109: require('lspconfig.server_configurations.pyright')
087.648  000.116  000.116: require('lspconfig.server_configurations.clangd')
087.880  000.099  000.099: require('lspconfig.server_configurations.html')
088.071  000.100  000.100: require('lspconfig.server_configurations.tsserver')
088.261  000.089  000.089: require('lspconfig.server_configurations.efm')
088.409  000.122  000.122: require('lspconfig.server_configurations.rust_analyzer')
088.545  000.099  000.099: require('lspconfig.server_configurations.intelephense')
088.567  002.705  001.105: require('plugins/nvim-lspconfig')
089.602  000.125  000.125: require('vim.treesitter.language')
089.611  000.474  000.349: require('vim.treesitter.query')
091.719  000.909  000.909: require('vim.treesitter.languagetree')
091.741  001.153  000.244: require('vim.treesitter')
091.924  001.900  000.748: require('nvim-treesitter.parsers')
092.101  000.164  000.164: require('nvim-treesitter.utils')
092.106  002.343  000.279: require('nvim-treesitter.ts_utils')
092.111  002.499  000.155: require('nvim-treesitter.tsrange')
092.211  000.098  000.098: require('nvim-treesitter.caching')
092.223  003.322  000.251: require('nvim-treesitter.query')
092.244  003.650  000.328: require('nvim-treesitter.configs')
092.257  003.689  000.040: require('plugins/nvim-treesitter')
092.440  000.155  000.155: require('rust-tools')
092.784  000.158  000.158: require('rust-tools.utils.utils')
092.787  000.259  000.100: require('rust-tools.executors.termopen')
092.897  000.109  000.109: require('rust-tools.executors.quickfix')
092.998  000.100  000.100: require('rust-tools.executors.toggleterm')
093.000  000.558  000.090: require('rust-tools/executors')
093.240  000.239  000.239: require('rust-tools.code_action_group')
093.338  000.096  000.096: require('rust-tools.cached_commands')
093.439  000.100  000.100: require('rust-tools.commands')
093.658  000.086  000.086: require('rust-tools.executors')
093.663  000.223  000.137: require('rust-tools.config')
093.806  000.142  000.142: require('rust-tools.crate_graph')
093.951  000.144  000.144: require('rust-tools.dap')
094.075  000.124  000.124: require('rust-tools.debuggables')
094.188  000.111  000.111: require('rust-tools.expand_macro')
094.281  000.092  000.092: require('rust-tools.external_docs')
094.431  000.149  000.149: require('rust-tools.hover_actions')
094.531  000.098  000.098: require('rust-tools.hover_range')
094.735  000.203  000.203: require('rust-tools.inlay_hints')
094.837  000.099  000.099: require('rust-tools.join_lines')
095.122  000.093  000.093: require('rust-tools.server_status')
095.126  000.288  000.195: require('rust-tools.lsp')
095.227  000.100  000.100: require('rust-tools.move_item')
095.325  000.096  000.096: require('rust-tools.open_cargo_toml')
095.427  000.101  000.101: require('rust-tools.parent_module')
095.548  000.120  000.120: require('rust-tools.runnables')
095.650  000.101  000.101: require('rust-tools.ssr')
095.766  000.115  000.115: require('rust-tools.standalone')
095.863  000.096  000.096: require('rust-tools.workspace_refresh')
096.080  003.822  000.273: require('plugins/rust-tools')
097.174  000.174  000.174: require('sidebar-nvim.utils')
097.287  000.112  000.112: require('sidebar-nvim.config')
097.291  000.436  000.150: require('sidebar-nvim.bindings')
097.297  000.647  000.211: require('sidebar-nvim.view')
097.416  000.118  000.118: require('sidebar-nvim.profile')
097.419  000.936  000.171: require('sidebar-nvim.renderer')
097.526  000.106  000.106: require('sidebar-nvim.events')
097.776  000.113  000.113: require('sidebar-nvim.colors')
097.778  000.251  000.138: require('sidebar-nvim.updater')
097.788  001.517  000.225: require('sidebar-nvim.lib')
097.794  001.691  000.174: require('sidebar-nvim')
097.801  001.719  000.028: require('plugins/sidebar-nvim')
097.965  000.073  000.073: require('cokeline/utils')
099.482  001.058  001.058: require('nvim-web-devicons')
099.492  001.391  000.333: require('cokeline/buffers')
099.508  001.541  000.150: require('cokeline/mappings')
099.775  000.117  000.117: require('cokeline/augroups')
100.341  000.073  000.073: require('cokeline/hlgroups')
100.344  000.363  000.290: require('cokeline/components')
100.457  000.112  000.112: require('cokeline/sliders')
100.476  000.700  000.225: require('cokeline/config')
100.848  000.129  000.129: require('cokeline/sidebar')
100.850  000.372  000.244: require('cokeline/rendering')
100.851  001.307  000.118: require('cokeline')
101.603  003.801  000.880: require('plugins/cokeline')
101.959  000.140  000.140: require('telescope._extensions')
101.961  000.333  000.193: require('telescope')
102.637  000.200  000.200: require('plenary.strings')
102.747  000.109  000.109: require('telescope.deprecated')
103.469  000.191  000.191: require('plenary.log')
103.479  000.300  000.108: require('telescope.log')
103.902  000.109  000.109: require('telescope.state')
103.907  000.427  000.317: require('telescope.utils')
103.921  001.173  000.446: require('telescope.sorters')
104.716  002.753  001.272: require('telescope.config')
105.267  003.663  000.577: require('plugins/telescope-media-files')
105.730  000.461  000.461: require('plugins/telescope-nvim')
105.893  000.140  000.140: require('telescope.themes')
106.384  000.172  000.172: require('telescope._extensions.ui-select')
107.375  000.174  000.174: require('plenary.window.border')
107.460  000.082  000.082: require('plenary.window')
107.543  000.082  000.082: require('plenary.popup.utils')
107.545  000.560  000.221: require('plenary.popup')
108.187  000.135  000.135: require('telescope.pickers.scroller')
108.300  000.112  000.112: require('telescope.actions.state')
108.438  000.137  000.137: require('telescope.actions.utils')
108.760  000.157  000.157: require('telescope.actions.mt')
108.769  000.330  000.173: require('telescope.actions.set')
109.068  000.157  000.157: require('telescope.config.resolve')
109.069  000.299  000.142: require('telescope.pickers.entry_display')
109.177  000.107  000.107: require('telescope.from_entry')
109.275  001.729  000.610: require('telescope.actions')
109.436  000.159  000.159: require('telescope.debounce')
109.634  000.197  000.197: require('telescope.mappings')
109.779  000.143  000.143: require('telescope.pickers.highlights')
109.890  000.109  000.109: require('telescope.pickers.window')
110.188  000.148  000.148: require('telescope.algos.linked_list')
110.190  000.299  000.151: require('telescope.entry_manager')
110.302  000.111  000.111: require('telescope.pickers.multi')
110.311  003.921  000.614: require('telescope.pickers')
111.023  000.545  000.545: require('telescope.make_entry')
111.141  000.117  000.117: require('telescope.finders.async_static_finder')
111.556  000.096  000.096: require('plenary.class')
111.564  000.292  000.196: require('telescope._')
111.565  000.423  000.131: require('telescope.finders.async_oneshot_finder')
111.686  000.120  000.120: require('telescope.finders.async_job_finder')
111.689  001.377  000.173: require('telescope.finders')
111.697  005.964  000.355: require('plugins/telescope-ui-select')
111.781  000.083  000.083: require('plugins/trouble')
111.805  000.023  000.023: require('plugins/vista')
112.112  000.100  000.100: require('mkdnflow.utils')
112.115  000.268  000.168: require('mkdnflow')
113.007  000.164  000.164: require('mkdnflow.compat')
113.226  000.085  000.085: require('mkdnflow.maps')
113.228  001.421  000.905: require('plugins/mkdnflow')
113.441  000.068  000.068: require('mason-core.path')
113.447  000.137  000.069: require('mason.settings')
113.679  000.098  000.098: require('mason-core.functional')
113.884  000.053  000.053: require('mason-core.functional.data')
113.888  000.202  000.149: require('mason-core.functional.function')
113.952  000.057  000.057: require('mason-core.functional.relation')
114.019  000.063  000.063: require('mason-core.functional.logic')
114.027  000.579  000.159: require('mason-core.platform')
114.028  000.786  000.070: require('mason')
114.312  000.130  000.130: require('mason-core.functional.list')
114.323  000.268  000.138: require('mason.api.command')
114.326  001.098  000.044: require('plugins/mason')
114.669  000.149  000.149: require('null-ls.utils')
114.676  000.250  000.100: require('null-ls.config')
114.801  000.061  000.061: require('null-ls.helpers.cache')
114.929  000.126  000.126: require('null-ls.helpers.diagnostics')
114.989  000.059  000.059: require('null-ls.helpers.formatter_factory')
115.244  000.078  000.078: require('null-ls.logger')
115.329  000.084  000.084: require('null-ls.state')
115.331  000.341  000.179: require('null-ls.helpers.generator_factory')
115.513  000.087  000.087: require('null-ls.helpers.command_resolver')
115.514  000.182  000.095: require('null-ls.helpers.make_builtin')
115.589  000.074  000.074: require('null-ls.helpers.range_formatting_args_factory')
115.591  000.913  000.069: require('null-ls.helpers')
116.029  000.141  000.141: require('null-ls.methods')
116.033  000.271  000.130: require('null-ls.diagnostics')
116.045  000.454  000.182: require('null-ls.sources')
116.123  000.076  000.076: require('null-ls.builtins')
116.125  001.783  000.090: require('null-ls')
116.198  000.072  000.072: require('null-ls.builtins.formatting.stylua')
116.287  000.086  000.086: require('null-ls.builtins.diagnostics.eslint')
116.357  000.069  000.069: require('null-ls.builtins.completion.spell')
116.622  000.148  000.148: require('null-ls.client')
116.635  002.308  000.149: require('plugins/null-ls')
116.732  000.084  000.084: require('neo-term')
116.746  000.110  000.026: require('plugins/neoterm')
117.214  000.121  000.121: require('todo-comments.util')
117.219  000.308  000.186: require('todo-comments.config')
117.576  000.238  000.238: require('todo-comments.highlight')
117.578  000.358  000.120: require('todo-comments.jump')
117.580  000.799  000.133: require('todo-comments')
117.592  000.845  000.045: require('plugins/todo-comments')
118.020  000.133  000.133: require('workspaces.util')
118.027  000.419  000.286: require('workspaces')
118.207  000.150  000.150: require('telescope._extensions.workspaces')
118.210  000.617  000.049: require('plugins/workspaces')
118.513  000.101  000.101: require('sessions.util')
118.516  000.281  000.180: require('sessions')
118.532  000.320  000.039: require('plugins/sessions')
118.705  000.047  000.047: require('legendary.vendor.lazy')
118.710  000.148  000.100: require('legendary')
118.776  000.063  000.063: require('legendary.config')
118.845  000.063  000.063: require('legendary.deprecate')
119.090  000.113  000.113: require('legendary.vendor.middleclass')
119.146  000.054  000.054: require('legendary.util')
119.391  000.072  000.072: require('legendary.api.cache')
119.395  000.157  000.085: require('legendary.log')
119.397  000.250  000.093: require('legendary.toolbox')
119.472  000.074  000.074: require('legendary.vendor.sorter')
119.487  000.603  000.112: require('legendary.data.itemlist')
119.491  000.643  000.040: require('legendary.data.state')
119.627  000.127  000.127: require('legendary.data.keymap')
119.975  000.077  000.077: require('legendary.data.autocmd')
119.980  000.154  000.077: require('legendary.data.augroup')
120.196  000.146  000.146: require('legendary.data.command')
120.267  000.069  000.069: require('legendary.data.function')
120.279  000.298  000.083: require('legendary.data.itemgroup')
120.763  002.231  000.735: require('plugins/legendary')
121.323  000.120  000.120: require('ssr.utils')
121.326  000.250  000.130: require('ssr.parse')
121.599  000.132  000.132: require('ssr.replace')
121.601  000.274  000.142: require('ssr.search')
121.604  000.818  000.294: require('ssr')
121.624  000.858  000.040: require('plugins/ssr')
122.300  000.264  000.264: require('telescope.builtin.__lsp')
122.305  000.455  000.191: require('telescope.builtin')
122.557  000.124  000.124: require('telescope.previewers.previewer')
122.805  000.247  000.247: require('telescope.previewers.term_previewer')
123.640  000.104  000.104: require('plenary.context_manager')
124.286  000.144  000.144: require('nvim-treesitter.info')
124.459  000.171  000.171: require('nvim-treesitter.shell_command_selectors')
124.470  000.697  000.382: require('nvim-treesitter.install')
124.563  000.092  000.092: require('nvim-treesitter.statusline')
124.700  000.135  000.135: require('nvim-treesitter.query_predicates')
124.703  001.060  000.136: require('nvim-treesitter')
124.706  001.354  000.190: require('telescope.previewers.utils')
125.651  000.943  000.943: require('plenary.filetype')
125.682  002.876  000.578: require('telescope.previewers.buffer_previewer')
125.685  003.379  000.132: require('telescope.previewers')
125.688  004.049  000.215: require('telescope._extensions.dap')
